,id,TP,FP,FN,Prec,Rec,F1
1221,kekeringan_0665,0,1,1,0,0,0
1222,kekeringan_0668,0,1,5,0,0,0
1223,kekeringan_0669,0,0,1,0,0,0
1224,kekeringan_0670,0,1,4,0,0,0
1225,kekeringan_0676,1,0,6,1.0,0.14285714285714285,0.25
1226,kekeringan_0678,0,0,6,0,0,0
1227,kekeringan_0679,1,0,1,1.0,0.5,0.6666666666666666
1228,kekeringan_0680,0,1,1,0,0,0
1229,kekeringan_0683,0,2,3,0,0,0
1230,kekeringan_0685,0,0,3,0,0,0
1231,kekeringan_0701,0,0,1,0,0,0
1232,kekeringan_0702,0,0,1,0,0,0
1233,kekeringan_0711,0,0,1,0,0,0
1234,kekeringan_0724,0,0,1,0,0,0
1235,kekeringan_0730,9,1,1,0.9,0.9,0.8999999999999999
1236,kekeringan_0750,0,0,3,0,0,0
1237,kekeringan_0755,0,0,2,0,0,0
1238,kekeringan_0758,3,3,0,0.5,1.0,0.6666666666666666
1239,kekeringan_0764,0,1,5,0,0,0
1240,kekeringan_0772,0,1,6,0,0,0
1241,kekeringan_0778,0,1,1,0,0,0
1242,kekeringan_0787,0,0,9,0,0,0
1243,kekeringan_0791,0,0,1,0,0,0
1244,kekeringan_0793,1,1,3,0.5,0.25,0.3333333333333333
1245,kekeringan_0795,1,0,5,1.0,0.16666666666666666,0.2857142857142857
1246,kekeringan_0796,0,0,1,0,0,0
1247,kekeringan_0798,0,0,1,0,0,0
1248,kekeringan_0799,0,0,3,0,0,0
1249,kekeringan_0801,0,0,1,0,0,0
1250,kekeringan_0802,0,1,3,0,0,0
1251,kekeringan_0805,0,0,3,0,0,0
1252,kekeringan_0806,0,0,8,0,0,0
1253,kekeringan_0818,0,0,1,0,0,0
1254,kekeringan_0825,0,0,1,0,0,0
1255,kekeringan_0833,0,1,1,0,0,0
1256,kekeringan_0834,0,0,1,0,0,0
1257,kekeringan_0836,0,1,7,0,0,0
1258,kekeringan_0843,0,1,1,0,0,0
1259,kekeringan_0855,0,0,1,0,0,0
1260,kekeringan_0857,3,2,10,0.6,0.23076923076923078,0.3333333333333333
1261,kekeringan_0893,2,1,0,0.6666666666666666,1.0,0.8
1262,kekeringan_0902,0,0,1,0,0,0
1263,kekeringan_0905,0,1,3,0,0,0
1264,kekeringan_0908,1,0,11,1.0,0.08333333333333333,0.15384615384615385
1265,kekeringan_0928,1,0,0,1.0,1.0,1.0
1266,kekeringan_0955,0,0,1,0,0,0
1267,kekeringan_0958,0,1,1,0,0,0
1268,kekeringan_0966,1,0,0,1.0,1.0,1.0
1269,kekeringan_0991,1,0,0,1.0,1.0,1.0
1270,kekeringan_0998,0,0,1,0,0,0
1271,kekeringan_1012,1,0,11,1.0,0.08333333333333333,0.15384615384615385
1272,kekeringan_1018,0,1,1,0,0,0
1273,kekeringan_1027,0,0,1,0,0,0
1274,kekeringan_1052,0,1,1,0,0,0
1275,kekeringan_1056,0,0,1,0,0,0
1276,kekeringan_1067,0,1,1,0,0,0
1277,kekeringan_1071,0,0,1,0,0,0
1278,kekeringan_1082,0,0,1,0,0,0
1279,kekeringan_1090,9,1,0,0.9,1.0,0.9473684210526315
1280,kekeringan_1091,0,0,1,0,0,0
1281,kekeringan_1097,0,1,1,0,0,0
1282,kekeringan_1098,1,1,15,0.5,0.0625,0.1111111111111111
1283,kekeringan_0028,0,0,1,0,0,0
1284,kekeringan_0036,0,1,1,0,0,0
1285,kekeringan_0067,0,1,1,0,0,0
1286,kekeringan_0132,0,0,1,0,0,0
1287,kekeringan_0152,0,1,1,0,0,0
1288,kekeringan_0188,0,1,1,0,0,0
1289,kekeringan_0219,0,0,1,0,0,0
1290,kekeringan_0280,0,1,4,0,0,0
1291,kekeringan_0301,0,2,4,0,0,0
1292,kekeringan_0344,0,0,1,0,0,0
1293,kekeringan_0383,0,1,4,0,0,0
1294,kekeringan_0388,0,1,2,0,0,0
1295,kekeringan_0430,0,1,11,0,0,0
1296,kekeringan_0457,0,1,3,0,0,0
1297,kekeringan_0476,0,1,1,0,0,0
1298,kekeringan_0490,1,1,5,0.5,0.16666666666666666,0.25
1299,kekeringan_0536,0,0,1,0,0,0
1300,kekeringan_0659,0,1,2,0,0,0
1301,kekeringan_0675,0,2,1,0,0,0
1302,kekeringan_0686,0,0,4,0,0,0
1303,kekeringan_0708,0,0,1,0,0,0
1304,kekeringan_0762,0,3,9,0,0,0
1305,kekeringan_0794,1,2,1,0.3333333333333333,0.5,0.4
1306,kekeringan_0837,1,0,2,1.0,0.3333333333333333,0.5
1307,kekeringan_0894,0,0,1,0,0,0
1308,kekeringan_1083,0,0,1,0,0,0
1309,kekeringan_0973,0,1,3,0,0,0
1310,kekeringan_0454,0,0,1,0,0,0
1311,longsor_0005,0,1,1,0,0,0
1312,longsor_0007,1,0,0,1.0,1.0,1.0
1313,longsor_0009,0,0,1,0,0,0
1314,longsor_0011,0,0,1,0,0,0
1315,longsor_0013,0,0,1,0,0,0
1316,longsor_0017,0,1,1,0,0,0
1317,longsor_0023,0,1,1,0,0,0
1318,longsor_0024,0,0,2,0,0,0
1319,longsor_0036,0,4,1,0,0,0
1320,longsor_0037,1,0,0,1.0,1.0,1.0
1321,longsor_0048,0,0,1,0,0,0
1322,longsor_0050,0,1,1,0,0,0
1323,longsor_0052,0,0,1,0,0,0
1324,longsor_0053,0,0,1,0,0,0
1325,longsor_0057,0,0,1,0,0,0
1326,longsor_0060,0,0,1,0,0,0
1327,longsor_0062,0,0,1,0,0,0
1328,longsor_0069,1,2,0,0.3333333333333333,1.0,0.5
1329,longsor_0087,0,0,2,0,0,0
1330,longsor_0091,0,0,1,0,0,0
1331,longsor_0113,0,1,1,0,0,0
1332,longsor_0118,0,0,1,0,0,0
1333,longsor_0134,0,1,1,0,0,0
1334,longsor_0137,1,0,0,1.0,1.0,1.0
1335,longsor_0150,0,1,9,0,0,0
1336,longsor_0151,0,2,3,0,0,0
1337,longsor_0171,0,1,1,0,0,0
1338,longsor_0172,0,1,1,0,0,0
1339,longsor_0185,0,0,1,0,0,0
1340,longsor_0188,0,1,1,0,0,0
1341,longsor_0189,0,0,1,0,0,0
1342,longsor_0190,0,1,1,0,0,0
1343,longsor_0193,0,3,2,0,0,0
1344,longsor_0194,1,0,1,1.0,0.5,0.6666666666666666
1345,longsor_0204,1,0,0,1.0,1.0,1.0
1346,longsor_0214,1,1,0,0.5,1.0,0.6666666666666666
1347,longsor_0223,0,3,1,0,0,0
1348,longsor_0227,0,1,2,0,0,0
1349,longsor_0228,0,1,1,0,0,0
1350,longsor_0239,0,0,1,0,0,0
1351,longsor_0249,1,0,0,1.0,1.0,1.0
1352,longsor_0264,0,0,1,0,0,0
1353,longsor_0265,0,1,1,0,0,0
1354,longsor_0267,0,0,1,0,0,0
1355,longsor_0269,0,1,1,0,0,0
1356,longsor_0270,1,0,0,1.0,1.0,1.0
1357,longsor_0272,0,1,1,0,0,0
1358,longsor_0274,0,2,1,0,0,0
1359,longsor_0277,1,1,0,0.5,1.0,0.6666666666666666
1360,longsor_0278,0,1,1,0,0,0
1361,longsor_0279,1,3,0,0.25,1.0,0.4
1362,longsor_0286,1,0,1,1.0,0.5,0.6666666666666666
1363,longsor_0292,0,0,1,0,0,0
1364,longsor_0305,0,2,1,0,0,0
1365,longsor_0307,0,0,1,0,0,0
1366,longsor_0310,0,0,1,0,0,0
1367,longsor_0314,0,0,1,0,0,0
1368,longsor_0315,0,1,1,0,0,0
1369,longsor_0316,0,1,1,0,0,0
1370,longsor_0317,0,3,1,0,0,0
1371,longsor_0318,0,1,1,0,0,0
1372,longsor_0321,0,0,1,0,0,0
1373,longsor_0327,0,0,1,0,0,0
1374,longsor_0331,0,2,1,0,0,0
1375,longsor_0332,0,2,1,0,0,0
1376,longsor_0339,0,1,1,0,0,0
1377,longsor_0340,0,0,1,0,0,0
1378,longsor_0343,0,1,2,0,0,0
1379,longsor_0349,0,1,1,0,0,0
1380,longsor_0353,0,0,1,0,0,0
1381,longsor_0354,0,0,1,0,0,0
1382,longsor_0356,0,1,1,0,0,0
1383,longsor_0358,1,0,0,1.0,1.0,1.0
1384,longsor_0363,0,2,1,0,0,0
1385,longsor_0390,0,1,1,0,0,0
1386,longsor_0392,0,2,1,0,0,0
1387,longsor_0395,0,1,1,0,0,0
1388,longsor_0399,0,1,1,0,0,0
1389,longsor_0400,0,0,1,0,0,0
1390,longsor_0405,0,0,1,0,0,0
1391,longsor_0406,0,1,1,0,0,0
1392,longsor_0407,0,3,1,0,0,0
1393,longsor_0408,0,1,1,0,0,0
1394,longsor_0409,0,3,1,0,0,0
1395,longsor_0411,0,0,1,0,0,0
1396,longsor_0414,0,3,1,0,0,0
1397,longsor_0416,0,2,1,0,0,0
1398,longsor_0421,0,0,1,0,0,0
1399,longsor_0430,0,0,1,0,0,0
1400,longsor_0443,0,1,1,0,0,0
1401,longsor_0445,0,3,1,0,0,0
1402,longsor_0448,0,1,1,0,0,0
1403,longsor_0449,1,2,1,0.3333333333333333,0.5,0.4
1404,longsor_0450,0,1,1,0,0,0
1405,longsor_0457,0,2,1,0,0,0
1406,longsor_0460,0,0,1,0,0,0
1407,longsor_0461,0,0,1,0,0,0
1408,longsor_0462,1,1,0,0.5,1.0,0.6666666666666666
1409,longsor_0466,0,0,1,0,0,0
1410,longsor_0473,0,0,1,0,0,0
1411,longsor_0486,0,0,1,0,0,0
1412,longsor_0491,1,0,0,1.0,1.0,1.0
1413,longsor_0497,0,0,1,0,0,0
1414,longsor_0511,0,1,1,0,0,0
1415,longsor_0516,0,1,1,0,0,0
1416,longsor_0517,0,0,0,0,0,0
1417,longsor_0518,0,1,1,0,0,0
1418,longsor_0520,0,0,1,0,0,0
1419,longsor_0523,1,1,0,0.5,1.0,0.6666666666666666
1420,longsor_0525,0,2,1,0,0,0
1421,longsor_0541,0,0,1,0,0,0
1422,longsor_0548,0,2,1,0,0,0
1423,longsor_0550,0,0,1,0,0,0
1424,longsor_0551,1,0,0,1.0,1.0,1.0
1425,longsor_0564,0,0,1,0,0,0
1426,longsor_0571,0,1,1,0,0,0
1427,longsor_0572,0,0,1,0,0,0
1428,longsor_0576,0,0,1,0,0,0
1429,longsor_0584,0,0,2,0,0,0
1430,longsor_0585,0,0,1,0,0,0
1431,longsor_0589,0,1,2,0,0,0
1432,longsor_0590,0,0,2,0,0,0
1433,longsor_0594,0,0,1,0,0,0
1434,longsor_0595,0,0,2,0,0,0
1435,longsor_0596,0,0,1,0,0,0
1436,longsor_0603,0,1,1,0,0,0
1437,longsor_0610,0,0,1,0,0,0
1438,longsor_0611,1,1,0,0.5,1.0,0.6666666666666666
1439,longsor_0612,2,0,0,1.0,1.0,1.0
1440,longsor_0622,0,2,1,0,0,0
1441,longsor_0639,0,1,1,0,0,0
1442,longsor_0655,0,1,1,0,0,0
1443,longsor_0658,0,0,1,0,0,0
1444,longsor_0662,0,0,1,0,0,0
1445,longsor_0665,0,0,1,0,0,0
1446,longsor_0667,0,0,1,0,0,0
1447,longsor_0673,0,0,1,0,0,0
1448,longsor_0676,0,1,1,0,0,0
1449,longsor_0677,0,0,1,0,0,0
1450,longsor_0692,1,0,0,1.0,1.0,1.0
1451,longsor_0698,1,0,0,1.0,1.0,1.0
1452,longsor_0701,0,0,1,0,0,0
1453,longsor_0704,0,1,1,0,0,0
1454,longsor_0708,0,0,1,0,0,0
1455,longsor_0709,0,0,1,0,0,0
1456,longsor_0711,0,0,1,0,0,0
1457,longsor_0715,1,0,0,1.0,1.0,1.0
1458,longsor_0720,1,1,0,0.5,1.0,0.6666666666666666
1459,longsor_0724,0,2,1,0,0,0
1460,longsor_0728,0,0,1,0,0,0
1461,longsor_0747,1,2,1,0.3333333333333333,0.5,0.4
1462,longsor_0753,0,2,4,0,0,0
1463,longsor_0769,0,1,1,0,0,0
1464,longsor_0770,0,0,1,0,0,0
1465,longsor_0777,0,1,1,0,0,0
1466,longsor_0792,0,0,1,0,0,0
1467,longsor_0800,0,0,1,0,0,0
1468,longsor_0812,0,3,1,0,0,0
1469,longsor_0820,0,0,1,0,0,0
1470,longsor_0836,0,1,1,0,0,0
1471,longsor_0849,0,0,1,0,0,0
1472,longsor_0863,1,0,0,1.0,1.0,1.0
1473,longsor_0869,0,0,1,0,0,0
1474,longsor_0874,0,0,2,0,0,0
1475,longsor_0875,0,0,1,0,0,0
1476,longsor_0880,0,0,1,0,0,0
1477,longsor_0897,1,0,0,1.0,1.0,1.0
1478,longsor_0901,0,1,1,0,0,0
1479,longsor_0914,0,0,1,0,0,0
1480,longsor_0921,0,0,1,0,0,0
1481,longsor_0923,0,0,1,0,0,0
1482,longsor_0926,0,4,1,0,0,0
1483,longsor_0932,0,0,1,0,0,0
1484,longsor_0936,0,1,1,0,0,0
1485,longsor_0942,1,0,0,1.0,1.0,1.0
1486,longsor_0944,0,0,1,0,0,0
1487,longsor_0965,1,2,0,0.3333333333333333,1.0,0.5
1488,longsor_0970,0,2,1,0,0,0
1489,longsor_0972,1,1,0,0.5,1.0,0.6666666666666666
1490,longsor_0973,0,1,1,0,0,0
1491,longsor_0978,1,0,0,1.0,1.0,1.0
1492,longsor_0980,0,1,1,0,0,0
1493,longsor_0982,0,0,1,0,0,0
1494,longsor_0984,0,0,1,0,0,0
1495,longsor_0987,0,0,1,0,0,0
1496,longsor_1027,0,2,1,0,0,0
1497,longsor_1029,0,0,1,0,0,0
1498,longsor_1032,0,1,1,0,0,0
1499,longsor_1040,0,2,1,0,0,0
1500,longsor_1053,0,1,1,0,0,0
1501,longsor_1059,0,1,1,0,0,0
1502,longsor_1090,0,0,1,0,0,0
1503,longsor_1096,0,4,1,0,0,0
1504,longsor_1103,1,0,1,1.0,0.5,0.6666666666666666
1505,longsor_1105,1,1,1,0.5,0.5,0.5
1506,longsor_1111,0,1,2,0,0,0
1507,longsor_1113,0,1,1,0,0,0
1508,longsor_1116,1,1,0,0.5,1.0,0.6666666666666666
1509,longsor_1118,0,1,1,0,0,0
1510,longsor_1121,1,2,0,0.3333333333333333,1.0,0.5
1511,longsor_1125,0,0,2,0,0,0
1512,longsor_1127,0,0,1,0,0,0
1513,longsor_1130,0,0,1,0,0,0
1514,longsor_1137,0,3,1,0,0,0
1515,longsor_1152,1,0,0,1.0,1.0,1.0
1516,longsor_1160,0,1,1,0,0,0
1517,longsor_1165,0,0,1,0,0,0
1518,longsor_1171,0,1,2,0,0,0
1519,longsor_1173,0,2,6,0,0,0
1520,longsor_1176,0,0,1,0,0,0
1521,longsor_1183,0,0,1,0,0,0
1522,longsor_1195,0,0,1,0,0,0
1523,longsor_1197,0,3,1,0,0,0
1524,longsor_1198,0,1,1,0,0,0
1525,longsor_1201,0,2,1,0,0,0
1526,longsor_1209,0,1,1,0,0,0
1527,longsor_1214,0,0,1,0,0,0
1528,longsor_0001,1,0,0,1.0,1.0,1.0
1529,longsor_0031,0,0,1,0,0,0
1530,longsor_0043,0,0,1,0,0,0
1531,longsor_0061,0,1,1,0,0,0
1532,longsor_0129,1,0,0,1.0,1.0,1.0
1533,longsor_0162,0,0,11,0,0,0
1534,longsor_0195,0,0,1,0,0,0
1535,longsor_0222,0,4,1,0,0,0
1536,longsor_0225,0,0,1,0,0,0
1537,longsor_0253,0,0,1,0,0,0
1538,longsor_0268,0,2,1,0,0,0
1539,longsor_0302,0,1,1,0,0,0
1540,longsor_0320,2,0,0,1.0,1.0,1.0
1541,longsor_0341,0,2,1,0,0,0
1542,longsor_0360,1,1,0,0.5,1.0,0.6666666666666666
1543,longsor_0404,0,1,1,0,0,0
1544,longsor_0420,0,2,1,0,0,0
1545,longsor_0453,0,1,1,0,0,0
1546,longsor_0469,0,1,1,0,0,0
1547,longsor_0494,0,2,1,0,0,0
1548,longsor_0512,1,0,0,1.0,1.0,1.0
1549,longsor_0556,0,1,1,0,0,0
1550,longsor_0577,1,0,0,1.0,1.0,1.0
1551,longsor_0592,0,0,1,0,0,0
1552,longsor_0601,1,0,0,1.0,1.0,1.0
1553,longsor_0672,0,1,1,0,0,0
1554,longsor_0681,0,0,1,0,0,0
1555,longsor_0718,1,3,0,0.25,1.0,0.4
1556,longsor_0810,0,0,1,0,0,0
1557,longsor_0813,0,2,1,0,0,0
1558,longsor_0832,0,0,1,0,0,0
1559,longsor_0871,0,1,1,0,0,0
1560,longsor_0939,0,3,1,0,0,0
1561,longsor_0957,0,1,1,0,0,0
1562,longsor_0961,0,1,1,0,0,0
1563,longsor_1000,0,0,1,0,0,0
1564,longsor_1024,0,1,1,0,0,0
1565,longsor_1045,0,0,1,0,0,0
1566,longsor_1120,0,0,1,0,0,0
1567,longsor_1135,1,2,0,0.3333333333333333,1.0,0.5
1568,longsor_1178,0,1,1,0,0,0
1569,longsor_1200,0,0,1,0,0,0
1570,longsor_1212,1,1,0,0.5,1.0,0.6666666666666666
1571,tsunami_0001,0,1,1,0,0,0
1572,tsunami_0003,0,1,0,0,0,0
1573,tsunami_0023,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1574,tsunami_0033,0,1,1,0,0,0
1575,tsunami_0058,2,0,0,1.0,1.0,1.0
1576,tsunami_0060,1,0,0,1.0,1.0,1.0
1577,tsunami_0088,1,0,0,1.0,1.0,1.0
1578,tsunami_0089,0,2,1,0,0,0
1579,tsunami_0091,0,1,2,0,0,0
1580,tsunami_0092,0,0,1,0,0,0
1581,tsunami_0094,0,1,0,0,0,0
1582,tsunami_0097,0,1,2,0,0,0
1583,tsunami_0104,0,1,1,0,0,0
1584,tsunami_0105,1,0,0,1.0,1.0,1.0
1585,tsunami_0109,0,1,2,0,0,0
1586,tsunami_0111,1,0,1,1.0,0.5,0.6666666666666666
1587,tsunami_0112,0,3,2,0,0,0
1588,tsunami_0113,1,0,0,1.0,1.0,1.0
1589,tsunami_0120,0,0,2,0,0,0
1590,tsunami_0124,0,0,1,0,0,0
1591,tsunami_0128,0,2,1,0,0,0
1592,tsunami_0154,0,1,1,0,0,0
1593,tsunami_0158,0,1,2,0,0,0
1594,tsunami_0175,2,0,0,1.0,1.0,1.0
1595,tsunami_0182,0,1,1,0,0,0
1596,tsunami_0183,1,1,0,0.5,1.0,0.6666666666666666
1597,tsunami_0190,0,1,2,0,0,0
1598,tsunami_0195,0,3,1,0,0,0
1599,tsunami_0197,1,1,1,0.5,0.5,0.5
1600,tsunami_0207,1,0,0,1.0,1.0,1.0
1601,tsunami_0211,1,1,0,0.5,1.0,0.6666666666666666
1602,tsunami_0212,0,0,1,0,0,0
1603,tsunami_0214,0,1,1,0,0,0
1604,tsunami_0216,1,1,0,0.5,1.0,0.6666666666666666
1605,tsunami_0218,0,1,1,0,0,0
1606,tsunami_0222,1,0,0,1.0,1.0,1.0
1607,tsunami_0223,1,1,2,0.5,0.3333333333333333,0.4
1608,tsunami_0224,0,0,1,0,0,0
1609,tsunami_0234,0,2,1,0,0,0
1610,tsunami_0249,1,1,1,0.5,0.5,0.5
1611,tsunami_0252,2,0,1,1.0,0.6666666666666666,0.8
1612,tsunami_0260,1,0,1,1.0,0.5,0.6666666666666666
1613,tsunami_0263,0,0,3,0,0,0
1614,tsunami_0265,0,2,5,0,0,0
1615,tsunami_0268,0,0,2,0,0,0
1616,tsunami_0272,0,3,1,0,0,0
1617,tsunami_0274,0,0,1,0,0,0
1618,tsunami_0276,0,0,1,0,0,0
1619,tsunami_0277,0,2,1,0,0,0
1620,tsunami_0280,0,0,1,0,0,0
1621,tsunami_0285,1,1,0,0.5,1.0,0.6666666666666666
1622,tsunami_0287,1,0,1,1.0,0.5,0.6666666666666666
1623,tsunami_0288,3,0,0,1.0,1.0,1.0
1624,tsunami_0291,2,0,0,1.0,1.0,1.0
1625,tsunami_0292,1,0,2,1.0,0.3333333333333333,0.5
1626,tsunami_0294,2,0,1,1.0,0.6666666666666666,0.8
1627,tsunami_0296,0,0,2,0,0,0
1628,tsunami_0297,2,0,0,1.0,1.0,1.0
1629,tsunami_0300,0,0,2,0,0,0
1630,tsunami_0301,0,0,3,0,0,0
1631,tsunami_0302,2,0,1,1.0,0.6666666666666666,0.8
1632,tsunami_0330,1,1,0,0.5,1.0,0.6666666666666666
1633,tsunami_0331,1,1,0,0.5,1.0,0.6666666666666666
1634,tsunami_0332,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1635,tsunami_0348,0,3,1,0,0,0
1636,tsunami_0350,2,0,0,1.0,1.0,1.0
1637,tsunami_0352,0,1,3,0,0,0
1638,tsunami_0365,2,0,1,1.0,0.6666666666666666,0.8
1639,tsunami_0369,0,2,1,0,0,0
1640,tsunami_0373,0,1,1,0,0,0
1641,tsunami_0375,0,0,1,0,0,0
1642,tsunami_0378,1,0,0,1.0,1.0,1.0
1643,tsunami_0379,1,1,1,0.5,0.5,0.5
1644,tsunami_0380,0,1,1,0,0,0
1645,tsunami_0385,1,1,1,0.5,0.5,0.5
1646,tsunami_0388,0,3,3,0,0,0
1647,tsunami_0393,0,1,2,0,0,0
1648,tsunami_0401,3,0,0,1.0,1.0,1.0
1649,tsunami_0402,1,0,0,1.0,1.0,1.0
1650,tsunami_0403,0,2,1,0,0,0
1651,tsunami_0409,2,0,0,1.0,1.0,1.0
1652,tsunami_0411,0,1,1,0,0,0
1653,tsunami_0417,0,3,4,0,0,0
1654,tsunami_0418,0,2,1,0,0,0
1655,tsunami_0419,2,0,0,1.0,1.0,1.0
1656,tsunami_0420,0,1,1,0,0,0
1657,tsunami_0422,0,2,3,0,0,0
1658,tsunami_0429,1,1,2,0.5,0.3333333333333333,0.4
1659,tsunami_0433,0,0,5,0,0,0
1660,tsunami_0435,0,2,1,0,0,0
1661,tsunami_0437,2,0,0,1.0,1.0,1.0
1662,tsunami_0439,1,0,1,1.0,0.5,0.6666666666666666
1663,tsunami_0441,0,2,1,0,0,0
1664,tsunami_0444,0,3,6,0,0,0
1665,tsunami_0449,0,1,0,0,0,0
1666,tsunami_0451,0,0,1,0,0,0
1667,tsunami_0454,0,0,2,0,0,0
1668,tsunami_0457,0,0,1,0,0,0
1669,tsunami_0458,2,1,0,0.6666666666666666,1.0,0.8
1670,tsunami_0459,1,0,1,1.0,0.5,0.6666666666666666
1671,tsunami_0460,0,0,2,0,0,0
1672,tsunami_0464,0,0,2,0,0,0
1673,tsunami_0468,1,1,2,0.5,0.3333333333333333,0.4
1674,tsunami_0476,0,0,1,0,0,0
1675,tsunami_0481,0,0,1,0,0,0
1676,tsunami_0497,0,1,1,0,0,0
1677,tsunami_0505,2,0,0,1.0,1.0,1.0
1678,tsunami_0512,1,0,2,1.0,0.3333333333333333,0.5
1679,tsunami_0515,3,0,0,1.0,1.0,1.0
1680,tsunami_0516,0,0,1,0,0,0
1681,tsunami_0518,0,0,1,0,0,0
1682,tsunami_0520,1,0,0,1.0,1.0,1.0
1683,tsunami_0524,1,3,3,0.25,0.25,0.25
1684,tsunami_0527,0,1,2,0,0,0
1685,tsunami_0531,0,0,1,0,0,0
1686,tsunami_0533,2,0,0,1.0,1.0,1.0
1687,tsunami_0539,2,0,1,1.0,0.6666666666666666,0.8
1688,tsunami_0541,2,0,0,1.0,1.0,1.0
1689,tsunami_0546,1,0,1,1.0,0.5,0.6666666666666666
1690,tsunami_0549,1,0,1,1.0,0.5,0.6666666666666666
1691,tsunami_0557,1,1,1,0.5,0.5,0.5
1692,tsunami_0585,0,0,1,0,0,0
1693,tsunami_0586,1,2,0,0.3333333333333333,1.0,0.5
1694,tsunami_0595,1,0,0,1.0,1.0,1.0
1695,tsunami_0597,1,1,1,0.5,0.5,0.5
1696,tsunami_0604,0,0,1,0,0,0
1697,tsunami_0609,1,2,1,0.3333333333333333,0.5,0.4
1698,tsunami_0610,0,0,2,0,0,0
1699,tsunami_0611,2,0,0,1.0,1.0,1.0
1700,tsunami_0613,1,0,1,1.0,0.5,0.6666666666666666
1701,tsunami_0614,2,0,1,1.0,0.6666666666666666,0.8
1702,tsunami_0617,1,0,0,1.0,1.0,1.0
1703,tsunami_0622,2,3,0,0.4,1.0,0.5714285714285714
1704,tsunami_0627,0,0,2,0,0,0
1705,tsunami_0637,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1706,tsunami_0648,1,1,4,0.5,0.2,0.2857142857142857
1707,tsunami_0662,0,0,2,0,0,0
1708,tsunami_0667,1,1,0,0.5,1.0,0.6666666666666666
1709,tsunami_0673,0,0,1,0,0,0
1710,tsunami_0679,0,1,2,0,0,0
1711,tsunami_0686,0,0,1,0,0,0
1712,tsunami_0691,0,1,1,0,0,0
1713,tsunami_0693,0,0,1,0,0,0
1714,tsunami_0698,0,1,1,0,0,0
1715,tsunami_0704,1,0,0,1.0,1.0,1.0
1716,tsunami_0709,0,3,1,0,0,0
1717,tsunami_0710,0,0,1,0,0,0
1718,tsunami_0734,2,0,0,1.0,1.0,1.0
1719,tsunami_0749,1,0,1,1.0,0.5,0.6666666666666666
1720,tsunami_0753,1,2,1,0.3333333333333333,0.5,0.4
1721,tsunami_0757,1,1,1,0.5,0.5,0.5
1722,tsunami_0759,2,0,0,1.0,1.0,1.0
1723,tsunami_0761,2,0,0,1.0,1.0,1.0
1724,tsunami_0765,0,0,2,0,0,0
1725,tsunami_0771,0,1,1,0,0,0
1726,tsunami_0774,1,0,1,1.0,0.5,0.6666666666666666
1727,tsunami_0775,1,0,1,1.0,0.5,0.6666666666666666
1728,tsunami_0776,2,0,1,1.0,0.6666666666666666,0.8
1729,tsunami_0778,0,0,1,0,0,0
1730,tsunami_0780,0,0,2,0,0,0
1731,tsunami_0784,1,0,1,1.0,0.5,0.6666666666666666
1732,tsunami_0789,0,0,2,0,0,0
1733,tsunami_0792,0,1,3,0,0,0
1734,tsunami_0803,1,0,0,1.0,1.0,1.0
1735,tsunami_0806,1,1,2,0.5,0.3333333333333333,0.4
1736,tsunami_0810,2,0,0,1.0,1.0,1.0
1737,tsunami_0851,2,0,1,1.0,0.6666666666666666,0.8
1738,tsunami_0852,1,0,0,1.0,1.0,1.0
1739,tsunami_0857,0,1,1,0,0,0
1740,tsunami_0863,0,0,1,0,0,0
1741,tsunami_0865,0,2,3,0,0,0
1742,tsunami_0866,0,2,1,0,0,0
1743,tsunami_0879,0,2,2,0,0,0
1744,tsunami_0886,2,1,0,0.6666666666666666,1.0,0.8
1745,tsunami_0900,2,0,0,1.0,1.0,1.0
1746,tsunami_0901,0,0,1,0,0,0
1747,tsunami_0903,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1748,tsunami_0907,0,2,1,0,0,0
1749,tsunami_0912,2,0,0,1.0,1.0,1.0
1750,tsunami_0913,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1751,tsunami_0920,0,0,1,0,0,0
1752,tsunami_0922,0,1,1,0,0,0
1753,tsunami_0924,0,1,1,0,0,0
1754,tsunami_0925,0,0,1,0,0,0
1755,tsunami_0926,0,2,1,0,0,0
1756,tsunami_0928,0,3,2,0,0,0
1757,tsunami_0929,0,1,1,0,0,0
1758,tsunami_0930,1,0,1,1.0,0.5,0.6666666666666666
1759,tsunami_0931,0,1,1,0,0,0
1760,tsunami_0934,0,1,2,0,0,0
1761,tsunami_0938,1,1,1,0.5,0.5,0.5
1762,tsunami_0940,1,1,1,0.5,0.5,0.5
1763,tsunami_0946,2,0,1,1.0,0.6666666666666666,0.8
1764,tsunami_0947,2,0,1,1.0,0.6666666666666666,0.8
1765,tsunami_0956,0,1,1,0,0,0
1766,tsunami_0959,0,2,2,0,0,0
1767,tsunami_0965,2,0,1,1.0,0.6666666666666666,0.8
1768,tsunami_0966,2,2,0,0.5,1.0,0.6666666666666666
1769,tsunami_0967,1,1,1,0.5,0.5,0.5
1770,tsunami_0971,0,0,3,0,0,0
1771,tsunami_0972,1,0,1,1.0,0.5,0.6666666666666666
