id,label
angin_topan_0005,1
angin_topan_0011,1
angin_topan_0010,1
angin_topan_0040,1
angin_topan_0026,1
angin_topan_0030,1
angin_topan_0041,1
angin_topan_0042,1
angin_topan_0043,1
angin_topan_0051,1
angin_topan_0045,1
angin_topan_0057,1
angin_topan_0066,1
angin_topan_0069,1
angin_topan_0075,1
angin_topan_0102,1
angin_topan_0088,1
angin_topan_0097,1
angin_topan_0107,1
angin_topan_0111,1
angin_topan_0110,1
angin_topan_0143,1
angin_topan_0132,1
angin_topan_0137,1
angin_topan_0144,1
angin_topan_0160,1
angin_topan_0150,1
angin_topan_0181,1
angin_topan_0174,1
angin_topan_0171,1
angin_topan_0203,1
angin_topan_0199,1
angin_topan_0187,1
angin_topan_0206,1
angin_topan_0211,1
angin_topan_0204,1
angin_topan_0224,1
angin_topan_0243,1
angin_topan_0231,1
angin_topan_0244,1
angin_topan_0245,1
angin_topan_0249,1
angin_topan_0273,1
angin_topan_0271,1
angin_topan_0279,1
angin_topan_0297,1
angin_topan_0290,1
angin_topan_0284,1
angin_topan_0301,1
angin_topan_0318,1
angin_topan_0312,1
angin_topan_0325,1
angin_topan_0327,1
angin_topan_0332,1
angin_topan_0356,1
angin_topan_0350,1
angin_topan_0351,1
angin_topan_0376,1
angin_topan_0375,1
angin_topan_0360,1
angin_topan_0392,1
angin_topan_0389,1
angin_topan_0397,1
angin_topan_0405,1
angin_topan_0402,1
angin_topan_0414,1
angin_topan_0423,1
angin_topan_0437,1
angin_topan_0432,1
angin_topan_0445,1
angin_topan_0456,1
angin_topan_0439,1
angin_topan_0470,1
angin_topan_0461,1
angin_topan_0467,1
angin_topan_0491,1
angin_topan_0485,1
angin_topan_0496,1
angin_topan_0517,1
angin_topan_0518,1
angin_topan_0511,1
angin_topan_0533,1
angin_topan_0532,1
angin_topan_0522,1
angin_topan_0543,1
angin_topan_0547,1
angin_topan_0539,1
angin_topan_0562,1
angin_topan_0559,1
angin_topan_0561,1
angin_topan_0583,1
angin_topan_0596,1
angin_topan_0591,1
angin_topan_0602,1
angin_topan_0604,1
angin_topan_0603,1
angin_topan_0610,1
angin_topan_0617,1
angin_topan_0622,1
angin_topan_0625,1
angin_topan_0640,1
angin_topan_0638,1
angin_topan_0645,1
angin_topan_0646,1
angin_topan_0659,1
angin_topan_0677,1
angin_topan_0676,1
angin_topan_0678,1
angin_topan_0696,1
angin_topan_0691,1
angin_topan_0688,1
angin_topan_0707,1
angin_topan_0712,1
angin_topan_0709,1
angin_topan_0731,1
angin_topan_0734,1
angin_topan_0727,1
angin_topan_0752,1
angin_topan_0748,1
angin_topan_0749,1
angin_topan_0770,1
angin_topan_0772,1
angin_topan_0763,1
angin_topan_0792,1
angin_topan_0776,1
angin_topan_0786,1
angin_topan_0812,1
angin_topan_0794,1
angin_topan_0809,1
angin_topan_0830,1
angin_topan_0828,1
angin_topan_0814,1
angin_topan_0850,1
angin_topan_0849,1
angin_topan_0853,1
angin_topan_0867,1
angin_topan_0858,1
angin_topan_0857,1
angin_topan_0876,1
angin_topan_0890,1
angin_topan_0878,1
angin_topan_0902,1
angin_topan_0900,1
angin_topan_0895,1
angin_topan_0912,1
angin_topan_0920,1
angin_topan_0924,1
angin_topan_0947,1
angin_topan_0941,1
angin_topan_0942,1
angin_topan_0963,1
angin_topan_0967,1
angin_topan_0964,1
angin_topan_0985,1
angin_topan_0982,1
angin_topan_0989,1
angin_topan_1006,1
angin_topan_0997,1
angin_topan_0994,1
angin_topan_1026,1
angin_topan_1012,1
angin_topan_1020,1
angin_topan_1041,1
angin_topan_1049,1
angin_topan_1038,1
angin_topan_1062,1
angin_topan_1051,1
angin_topan_1070,1
angin_topan_1087,1
angin_topan_1081,1
angin_topan_1085,1
angin_topan_1100,1
angin_topan_1110,1
angin_topan_1104,1
angin_topan_1122,1
angin_topan_1115,1
angin_topan_1124,1
angin_topan_1138,1
angin_topan_1146,1
angin_topan_1136,1
angin_topan_1170,1
angin_topan_1162,1
angin_topan_1152,1
angin_topan_1184,1
angin_topan_1179,1
angin_topan_1175,1
angin_topan_1210,1
angin_topan_1205,1
angin_topan_1196,1
angin_topan_0805,1
angin_topan_0380,1
angin_topan_0287,1
angin_topan_0682,1
angin_topan_0492,1
angin_topan_0093,1
angin_topan_0025,1
angin_topan_1174,1
angin_topan_0835,1
angin_topan_1200,1
angin_topan_0330,1
