id,label
karhutla_0009,1
karhutla_0002,1
karhutla_0007,1
karhutla_0021,1
karhutla_0027,1
karhutla_0029,1
karhutla_0041,1
karhutla_0042,1
karhutla_0062,1
karhutla_0050,1
karhutla_0053,1
karhutla_0079,1
karhutla_0065,1
karhutla_0063,1
karhutla_0099,1
karhutla_0101,1
karhutla_0086,1
karhutla_0109,1
karhutla_0110,1
karhutla_0118,1
karhutla_0136,1
karhutla_0137,1
karhutla_0127,1
karhutla_0149,1
karhutla_0155,1
karhutla_0151,1
karhutla_0176,1
karhutla_0161,1
karhutla_0171,1
karhutla_0194,1
karhutla_0183,1
karhutla_0190,1
karhutla_0201,1
karhutla_0213,1
karhutla_0217,1
karhutla_0234,1
karhutla_0237,1
karhutla_0231,1
karhutla_0243,1
karhutla_0258,1
karhutla_0246,1
karhutla_0271,1
karhutla_0276,1
karhutla_0262,1
karhutla_0286,1
karhutla_0285,1
karhutla_0294,1
karhutla_0303,1
karhutla_0304,1
karhutla_0299,1
karhutla_0309,1
karhutla_0316,1
karhutla_0314,1
karhutla_0332,1
karhutla_0331,1
karhutla_0320,1
karhutla_0345,1
karhutla_0350,1
karhutla_0352,1
karhutla_0361,1
karhutla_0368,1
karhutla_0360,1
karhutla_0390,1
karhutla_0396,1
karhutla_0382,1
karhutla_0405,1
karhutla_0411,1
karhutla_0412,1
karhutla_0421,1
karhutla_0430,1
karhutla_0436,1
karhutla_0442,1
karhutla_0455,1
karhutla_0446,1
karhutla_0467,1
karhutla_0460,1
karhutla_0476,1
karhutla_0497,1
karhutla_0478,1
karhutla_0494,1
karhutla_0508,1
karhutla_0517,1
karhutla_0505,1
karhutla_0536,1
karhutla_0527,1
karhutla_0526,1
karhutla_0553,0
karhutla_0555,1
karhutla_0542,1
karhutla_0559,1
karhutla_0558,1
karhutla_0566,1
karhutla_0588,1
karhutla_0596,1
karhutla_0579,1
karhutla_0599,1
karhutla_0609,1
karhutla_0614,1
karhutla_0623,1
karhutla_0628,1
karhutla_0631,1
karhutla_0651,1
karhutla_0653,1
karhutla_0650,0
karhutla_0671,1
karhutla_0673,1
karhutla_0672,1
karhutla_0697,1
karhutla_0692,1
karhutla_0678,1
karhutla_0705,1
karhutla_0715,1
karhutla_0714,1
karhutla_0724,1
karhutla_0734,1
karhutla_0720,1
karhutla_0738,1
karhutla_0739,1
karhutla_0753,1
karhutla_0748,1
karhutla_0759,1
karhutla_0774,1
karhutla_0777,1
karhutla_0776,1
karhutla_0791,1
karhutla_0784,1
karhutla_0795,1
karhutla_0819,1
karhutla_0814,1
karhutla_0802,1
karhutla_0822,1
karhutla_0820,1
karhutla_0835,1
karhutla_0842,1
karhutla_0856,1
karhutla_0843,1
karhutla_0877,1
karhutla_0874,1
karhutla_0876,1
karhutla_0882,1
karhutla_0883,1
karhutla_0880,1
karhutla_0886,1
karhutla_0898,1
karhutla_0899,1
karhutla_0915,1
karhutla_0910,1
karhutla_0922,1
karhutla_0935,1
karhutla_0927,1
karhutla_0932,1
karhutla_0948,1
karhutla_0960,1
karhutla_0964,1
karhutla_0966,1
karhutla_0967,1
karhutla_0968,1
karhutla_0969,1
karhutla_0985,1
karhutla_0986,1
karhutla_0979,1
karhutla_0996,1
karhutla_0998,1
karhutla_1005,1
karhutla_1018,1
karhutla_1013,1
karhutla_1026,1
karhutla_1040,1
karhutla_1047,1
karhutla_1046,1
karhutla_1059,1
karhutla_1064,1
karhutla_1061,1
karhutla_1078,1
karhutla_1071,1
karhutla_1082,1
karhutla_1107,1
karhutla_1097,0
karhutla_1094,1
karhutla_1119,1
karhutla_1114,1
karhutla_1127,1
karhutla_1137,1
karhutla_1145,1
karhutla_1134,1
karhutla_0981,1
karhutla_0900,1
karhutla_0657,1
karhutla_0362,1
karhutla_0232,1
karhutla_1147,1
karhutla_0398,1
karhutla_0274,1
karhutla_1003,1
karhutla_0904,1
karhutla_0100,1
karhutla_0252,1
karhutla_0310,1
karhutla_0363,1
karhutla_0080,1
