id,label
banjir_0007,1
banjir_0004,0
banjir_0017,0
banjir_0027,0
banjir_0021,0
banjir_0031,0
banjir_0041,1
banjir_0046,0
banjir_0043,0
banjir_0062,0
banjir_0067,0
banjir_0061,1
banjir_0080,1
banjir_0069,0
banjir_0072,0
banjir_0103,0
banjir_0096,1
banjir_0101,0
banjir_0108,1
banjir_0119,0
banjir_0117,0
banjir_0145,0
banjir_0131,0
banjir_0137,0
banjir_0163,0
banjir_0165,0
banjir_0161,0
banjir_0182,0
banjir_0172,0
banjir_0170,0
banjir_0202,1
banjir_0191,0
banjir_0201,0
banjir_0221,0
banjir_0209,0
banjir_0210,0
banjir_0244,0
banjir_0240,0
banjir_0245,0
banjir_0262,1
banjir_0254,0
banjir_0251,0
banjir_0279,1
banjir_0278,1
banjir_0281,0
banjir_0300,1
banjir_0306,0
banjir_0298,0
banjir_0309,1
banjir_0312,0
banjir_0318,0
banjir_0338,1
banjir_0341,0
banjir_0330,1
banjir_0349,1
banjir_0357,0
banjir_0366,0
banjir_0384,0
banjir_0375,0
banjir_0371,0
banjir_0388,0
banjir_0404,0
banjir_0401,1
banjir_0416,1
banjir_0419,0
banjir_0426,0
banjir_0442,1
banjir_0443,0
banjir_0434,0
banjir_0465,1
banjir_0459,0
banjir_0456,0
banjir_0470,0
banjir_0484,0
banjir_0471,0
banjir_0498,0
banjir_0496,0
banjir_0493,0
banjir_0522,0
banjir_0524,0
banjir_0510,0
banjir_0530,1
banjir_0534,0
banjir_0532,0
banjir_0563,0
banjir_0567,0
banjir_0561,0
banjir_0579,1
banjir_0568,0
banjir_0575,0
banjir_0588,1
banjir_0601,0
banjir_0598,0
banjir_0623,1
banjir_0613,1
banjir_0615,0
banjir_0628,1
banjir_0641,0
banjir_0646,0
banjir_0667,0
banjir_0662,0
banjir_0664,0
banjir_0675,1
banjir_0679,0
banjir_0676,0
banjir_0698,1
banjir_0694,1
banjir_0701,1
banjir_0717,1
banjir_0712,0
banjir_0716,0
banjir_0743,1
banjir_0734,1
banjir_0745,0
banjir_0756,0
banjir_0749,1
banjir_0765,0
banjir_0774,1
banjir_0782,0
banjir_0779,0
banjir_0802,0
banjir_0794,0
banjir_0790,0
banjir_0809,1
banjir_0806,0
banjir_0815,0
banjir_0840,1
banjir_0844,0
banjir_0834,1
banjir_0859,1
banjir_0858,0
banjir_0846,0
banjir_0869,1
banjir_0871,0
banjir_0867,0
banjir_0892,1
banjir_0899,0
banjir_0903,0
banjir_0909,1
banjir_0910,0
banjir_0908,1
banjir_0937,1
banjir_0939,0
banjir_0934,0
banjir_0949,1
banjir_0962,0
banjir_0950,0
banjir_0979,1
banjir_0971,0
banjir_0978,0
banjir_0988,1
banjir_0990,0
banjir_1002,0
banjir_1023,1
banjir_1016,0
banjir_1011,0
banjir_1035,0
banjir_1031,0
banjir_1032,0
banjir_1059,0
banjir_1063,1
banjir_1060,0
banjir_1072,1
banjir_1079,0
banjir_1065,0
banjir_1087,1
banjir_1102,0
banjir_1086,0
banjir_1113,1
banjir_1107,0
banjir_1110,0
banjir_1142,0
banjir_1137,0
banjir_1144,0
banjir_1159,1
banjir_1153,0
banjir_1160,1
banjir_1174,1
banjir_1184,0
banjir_1178,0
banjir_1196,0
banjir_1187,0
banjir_1201,0
banjir_1214,1
banjir_1216,0
banjir_1219,0
banjir_1244,1
banjir_1237,1
banjir_1234,0
banjir_0803,0
banjir_0344,0
banjir_0854,0
banjir_0174,0
banjir_0015,1
banjir_0929,0
banjir_0227,0
banjir_0768,0
banjir_0810,1
banjir_0199,1
banjir_0927,1
